latitude,longitude,median_income
28.91056,-96.09033,-0.37896124579583246
28.91056,-96.07438,-0.37896124579583246
28.91056,-96.05843,-0.37896124579583246
28.91056,-96.04248,-0.37896124579583246
28.91056,-96.02653,-0.37896124579583246
28.91056,-96.01058,-0.37896124579583246
28.91056,-95.99463,-0.37896124579583246
28.91056,-95.97868,-0.37896124579583246
28.91056,-95.96273,-0.37896124579583246
28.91056,-95.94678,-0.37896124579583246
28.91056,-95.93083,-0.37896124579583246
28.91056,-95.91488,-0.37896124579583246
28.91056,-95.89893,-0.37896124579583246
28.91056,-95.88298,-0.37896124579583246
28.91056,-95.86703,-0.37896124579583246
28.91056,-95.85108,-0.37896124579583246
28.91056,-95.83513,-0.37896124579583246
28.91056,-95.81918,-0.37896124579583246
28.91056,-95.80323,-0.37896124579583246
28.91056,-95.78728,-0.37896124579583246
28.91056,-95.77133,-0.37896124579583246
28.91056,-95.75538,-0.37896124579583246
28.91056,-95.73943,-0.37896124579583246
28.91056,-95.72348,-0.37896124579583246
28.91056,-95.70753,-0.37896124579583246
28.91056,-95.69158,-0.37896124579583246
28.91056,-95.67563,-0.37896124579583246
28.91056,-95.65968,-0.37896124579583246
28.91056,-95.64373,0.012223826702614547
28.91056,-95.62778,0.012223826702614547
28.91056,-95.61183,0.012223826702614547
28.91056,-95.59588,0.012223826702614547
28.91056,-95.57993,0.012223826702614547
28.91056,-95.56398,0.012223826702614547
28.91056,-95.54803,0.012223826702614547
28.91056,-95.53208,0.012223826702614547
28.91056,-95.51613,0.012223826702614547
28.91056,-95.50018,0.012223826702614547
28.91056,-95.48423,0.012223826702614547
28.91056,-95.46828,0.012223826702614547
28.91056,-95.45233,-0.6511531117891199
28.91056,-95.43638,-0.6511531117891199
28.91056,-95.42043,-0.6511531117891199
28.91056,-95.40448,-0.6511531117891199
28.91056,-95.38853,-0.6511531117891199
28.91056,-95.37258,-0.6511531117891199
28.91056,-95.35663,-0.6511531117891199
28.91056,-95.34068,-0.6511531117891199
28.91056,-95.32473,-0.6511531117891199
28.91056,-95.30878,-0.6511531117891199
28.91056,-95.29283,-0.6511531117891199
28.91056,-95.27688,-0.6857660757532705
28.91056,-95.26093,-0.21552387290550531
28.91056,-95.24498,-0.21552387290550531
28.91056,-95.22903,-0.21552387290550531
28.91056,-95.21308,-0.21552387290550531
28.91056,-95.19713,-0.21552387290550531
28.91056,-95.18118,-0.21552387290550531
28.91056,-95.16523,-0.21552387290550531
28.91056,-95.14928,-0.21552387290550531
28.91056,-95.13333,-0.21552387290550531
28.91056,-95.11738,-0.21552387290550531
28.91056,-95.10143,-0.21552387290550531
28.91056,-95.08548,-0.21552387290550531
28.91056,-95.06953,-0.21552387290550531
28.91056,-95.05358,0.10381191972328095
28.91056,-95.03763,0.10381191972328095
28.91056,-95.02168,0.10381191972328095
28.91056,-95.00573,0.10381191972328095
28.91056,-94.98978,0.10381191972328095
28.91056,-94.97383,0.10381191972328095
28.91056,-94.95788,0.10381191972328095
28.91056,-94.94193,0.10381191972328095
28.91056,-94.92598,0.10381191972328095
28.91056,-94.91003,0.10381191972328095
28.91056,-94.89408,0.10381191972328095
28.91056,-94.87813,0.10381191972328095
28.91056,-94.86218,0.10381191972328095
28.91056,-94.84623,0.10381191972328095
28.91056,-94.83028,0.10381191972328095
28.91056,-94.81433,0.9919566337732415
28.91056,-94.79838,0.9919566337732415
28.91056,-94.78243,0.9919566337732415
28.91056,-94.76648,0.9919566337732415
28.91056,-94.75053,0.9919566337732415
28.91056,-94.73458,0.9919566337732415
28.91056,-94.71863,-0.8201428217980525
28.91056,-94.70268,-0.8201428217980525
28.91056,-94.68673,-0.8201428217980525
28.91056,-94.67078,-0.8201428217980525
28.91056,-94.65483,-0.8201428217980525
28.91056,-94.63888,-0.8201428217980525
28.91056,-94.62293,0.13139531926204118
28.91056,-94.60698,0.13139531926204118
28.91056,-94.59103,0.13139531926204118
28.91056,-94.57508,0.13139531926204118
28.91056,-94.55913,-0.6547188328744629
28.91056,-94.54318,-0.6547188328744629
28.91056,-94.52723,-0.6547188328744629
28.91056,-94.51128,-0.6547188328744629
28.92611,-96.09033,-0.37896124579583246
28.92611,-96.07438,-0.37896124579583246
28.92611,-96.05843,-0.37896124579583246
28.92611,-96.04248,-0.37896124579583246
28.92611,-96.02653,-0.37896124579583246
28.92611,-96.01058,-0.37896124579583246
28.92611,-95.99463,-0.37896124579583246
28.92611,-95.97868,-0.37896124579583246
28.92611,-95.96273,-0.37896124579583246
28.92611,-95.94678,-0.37896124579583246
28.92611,-95.93083,-0.37896124579583246
28.92611,-95.91488,-0.37896124579583246
28.92611,-95.89893,-0.37896124579583246
28.92611,-95.88298,-0.37896124579583246
28.92611,-95.86703,-0.37896124579583246
28.92611,-95.85108,-0.37896124579583246
28.92611,-95.83513,-0.37896124579583246
28.92611,-95.81918,-0.37896124579583246
28.92611,-95.80323,-0.37896124579583246
28.92611,-95.78728,-0.37896124579583246
28.92611,-95.77133,-0.37896124579583246
28.92611,-95.75538,-0.37896124579583246
28.92611,-95.73943,-0.37896124579583246
28.92611,-95.72348,-0.37896124579583246
28.92611,-95.70753,-0.37896124579583246
28.92611,-95.69158,-0.37896124579583246
28.92611,-95.67563,-0.37896124579583246
28.92611,-95.65968,-0.37896124579583246
28.92611,-95.64373,-0.37896124579583246
28.92611,-95.62778,0.012223826702614547
28.92611,-95.61183,0.012223826702614547
28.92611,-95.59588,0.012223826702614547
28.92611,-95.57993,0.012223826702614547
28.92611,-95.56398,0.012223826702614547
28.92611,-95.54803,0.012223826702614547
28.92611,-95.53208,0.012223826702614547
28.92611,-95.51613,0.012223826702614547
28.92611,-95.50018,0.012223826702614547
28.92611,-95.48423,0.012223826702614547
28.92611,-95.46828,0.012223826702614547
28.92611,-95.45233,-0.6511531117891199
28.92611,-95.43638,-0.6511531117891199
28.92611,-95.42043,-0.6511531117891199
28.92611,-95.40448,-0.6511531117891199
28.92611,-95.38853,-0.6511531117891199
28.92611,-95.37258,-0.6511531117891199
28.92611,-95.35663,-0.6511531117891199
28.92611,-95.34068,-0.6511531117891199
28.92611,-95.32473,-0.6857660757532705
28.92611,-95.30878,-0.6857660757532705
28.92611,-95.29283,-0.6857660757532705
28.92611,-95.27688,-0.6857660757532705
28.92611,-95.26093,-0.21552387290550531
28.92611,-95.24498,-0.21552387290550531
28.92611,-95.22903,-0.21552387290550531
28.92611,-95.21308,-0.21552387290550531
28.92611,-95.19713,-0.21552387290550531
28.92611,-95.18118,-0.21552387290550531
28.92611,-95.16523,-0.21552387290550531
28.92611,-95.14928,-0.21552387290550531
28.92611,-95.13333,-0.21552387290550531
28.92611,-95.11738,-0.21552387290550531
28.92611,-95.10143,-0.21552387290550531
28.92611,-95.08548,-0.21552387290550531
28.92611,-95.06953,0.10381191972328095
28.92611,-95.05358,0.10381191972328095
28.92611,-95.03763,0.10381191972328095
28.92611,-95.02168,0.10381191972328095
28.92611,-95.00573,0.10381191972328095
28.92611,-94.98978,0.10381191972328095
28.92611,-94.97383,0.10381191972328095
28.92611,-94.95788,0.10381191972328095
28.92611,-94.94193,0.10381191972328095
28.92611,-94.92598,0.10381191972328095
28.92611,-94.91003,0.10381191972328095
28.92611,-94.89408,0.10381191972328095
28.92611,-94.87813,0.10381191972328095
28.92611,-94.86218,0.10381191972328095
28.92611,-94.84623,0.10381191972328095
28.92611,-94.83028,0.10381191972328095
28.92611,-94.81433,0.9919566337732415
28.92611,-94.79838,0.9919566337732415
28.92611,-94.78243,0.9919566337732415
28.92611,-94.76648,0.9919566337732415
28.92611,-94.75053,0.9919566337732415
28.92611,-94.73458,0.9377322038397046
28.92611,-94.71863,-0.8201428217980525
28.92611,-94.70268,-0.8201428217980525
28.92611,-94.68673,-0.8201428217980525
28.92611,-94.67078,-0.8201428217980525
28.92611,-94.65483,-0.8201428217980525
28.92611,-94.63888,-0.8201428217980525
28.92611,-94.62293,0.13139531926204118
28.92611,-94.60698,0.13139531926204118
28.92611,-94.59103,0.13139531926204118
28.92611,-94.57508,-0.6547188328744629
28.92611,-94.55913,-0.6547188328744629
28.92611,-94.54318,-0.6547188328744629
28.92611,-94.52723,-0.6547188328744629
28.92611,-94.51128,-0.6547188328744629
28.94166,-96.09033,-0.37896124579583246
28.94166,-96.07438,-0.37896124579583246
28.94166,-96.05843,-0.37896124579583246
28.94166,-96.04248,-0.37896124579583246
28.94166,-96.02653,-0.37896124579583246
28.94166,-96.01058,-0.37896124579583246
28.94166,-95.99463,-0.37896124579583246
28.94166,-95.97868,-0.37896124579583246
28.94166,-95.96273,-0.37896124579583246
28.94166,-95.94678,-0.37896124579583246
28.94166,-95.93083,-0.37896124579583246
28.94166,-95.91488,-0.37896124579583246
28.94166,-95.89893,-0.37896124579583246
28.94166,-95.88298,-0.37896124579583246
28.94166,-95.86703,-0.37896124579583246
28.94166,-95.85108,-0.37896124579583246
28.94166,-95.83513,-0.37896124579583246
28.94166,-95.81918,-0.37896124579583246
28.94166,-95.80323,-0.37896124579583246
28.94166,-95.78728,-0.37896124579583246
28.94166,-95.77133,-0.37896124579583246
28.94166,-95.75538,-0.37896124579583246
28.94166,-95.73943,-0.37896124579583246
28.94166,-95.72348,-0.37896124579583246
28.94166,-95.70753,-0.37896124579583246
28.94166,-95.69158,-0.37896124579583246
28.94166,-95.67563,-0.37896124579583246
28.94166,-95.65968,-0.37896124579583246
28.94166,-95.64373,-0.37896124579583246
28.94166,-95.62778,0.012223826702614547
28.94166,-95.61183,0.012223826702614547
28.94166,-95.59588,0.012223826702614547
28.94166,-95.57993,0.012223826702614547
28.94166,-95.56398,0.012223826702614547
28.94166,-95.54803,0.012223826702614547
28.94166,-95.53208,0.012223826702614547
28.94166,-95.51613,0.012223826702614547
28.94166,-95.50018,0.012223826702614547
28.94166,-95.48423,0.012223826702614547
28.94166,-95.46828,0.012223826702614547
28.94166,-95.45233,-0.6511531117891199
28.94166,-95.43638,-0.6511531117891199
28.94166,-95.42043,-0.6511531117891199
28.94166,-95.40448,-0.6511531117891199
28.94166,-95.38853,-0.6511531117891199
28.94166,-95.37258,-0.6511531117891199
28.94166,-95.35663,-0.6857660757532705
28.94166,-95.34068,-0.6857660757532705
28.94166,-95.32473,-0.6857660757532705
28.94166,-95.30878,-0.6857660757532705
28.94166,-95.29283,-0.6857660757532705
28.94166,-95.27688,-0.21552387290550531
28.94166,-95.26093,-0.21552387290550531
28.94166,-95.24498,-0.21552387290550531
28.94166,-95.22903,-0.21552387290550531
28.94166,-95.21308,-0.21552387290550531
28.94166,-95.19713,-0.21552387290550531
28.94166,-95.18118,-0.21552387290550531
28.94166,-95.16523,-0.21552387290550531
28.94166,-95.14928,-0.21552387290550531
28.94166,-95.13333,-0.21552387290550531
28.94166,-95.11738,-0.21552387290550531
28.94166,-95.10143,-0.21552387290550531
28.94166,-95.08548,-0.21552387290550531
28.94166,-95.06953,0.10381191972328095
28.94166,-95.05358,0.10381191972328095
28.94166,-95.03763,0.10381191972328095
28.94166,-95.02168,0.10381191972328095
28.94166,-95.00573,0.10381191972328095
28.94166,-94.98978,0.10381191972328095
28.94166,-94.97383,0.10381191972328095
28.94166,-94.95788,0.10381191972328095
28.94166,-94.94193,0.10381191972328095
28.94166,-94.92598,0.10381191972328095
28.94166,-94.91003,0.10381191972328095
28.94166,-94.89408,0.10381191972328095
28.94166,-94.87813,0.10381191972328095
28.94166,-94.86218,0.10381191972328095
28.94166,-94.84623,0.10381191972328095
28.94166,-94.83028,0.9919566337732415
28.94166,-94.81433,0.9919566337732415
28.94166,-94.79838,0.9919566337732415
28.94166,-94.78243,0.9919566337732415
28.94166,-94.76648,0.9919566337732415
28.94166,-94.75053,0.9919566337732415
28.94166,-94.73458,-0.8201428217980525
28.94166,-94.71863,-0.8201428217980525
28.94166,-94.70268,-0.8201428217980525
28.94166,-94.68673,-0.8201428217980525
28.94166,-94.67078,-0.8201428217980525
28.94166,-94.65483,-0.8201428217980525
28.94166,-94.63888,0.13139531926204118
28.94166,-94.62293,0.13139531926204118
28.94166,-94.60698,0.13139531926204118
28.94166,-94.59103,0.13139531926204118
28.94166,-94.57508,-0.6547188328744629
28.94166,-94.55913,-0.6547188328744629
28.94166,-94.54318,-0.6547188328744629
28.94166,-94.52723,-0.6547188328744629
28.94166,-94.51128,-0.6547188328744629
28.95722,-96.09033,-0.37896124579583246
28.95722,-96.07438,-0.37896124579583246
28.95722,-96.05843,-0.37896124579583246
28.95722,-96.04248,-0.37896124579583246
28.95722,-96.02653,-0.37896124579583246
28.95722,-96.01058,-0.37896124579583246
28.95722,-95.99463,-0.37896124579583246
28.95722,-95.97868,-0.37896124579583246
28.95722,-95.96273,-0.37896124579583246
28.95722,-95.94678,-0.37896124579583246
28.95722,-95.93083,-0.37896124579583246
28.95722,-95.91488,-0.37896124579583246
28.95722,-95.89893,-0.37896124579583246
28.95722,-95.88298,-0.37896124579583246
28.95722,-95.86703,-0.37896124579583246
28.95722,-95.85108,-0.37896124579583246
28.95722,-95.83513,-0.37896124579583246
28.95722,-95.81918,-0.37896124579583246
28.95722,-95.80323,-0.37896124579583246
28.95722,-95.78728,-0.37896124579583246
28.95722,-95.77133,-0.37896124579583246
28.95722,-95.75538,-0.37896124579583246
28.95722,-95.73943,-0.37896124579583246
28.95722,-95.72348,-0.37896124579583246
28.95722,-95.70753,-0.37896124579583246
28.95722,-95.69158,-0.37896124579583246
28.95722,-95.67563,-0.37896124579583246
28.95722,-95.65968,-0.37896124579583246
28.95722,-95.64373,-0.37896124579583246
28.95722,-95.62778,-0.37896124579583246
28.95722,-95.61183,0.012223826702614547
28.95722,-95.59588,0.012223826702614547
28.95722,-95.57993,0.012223826702614547
28.95722,-95.56398,0.012223826702614547
28.95722,-95.54803,0.012223826702614547
28.95722,-95.53208,0.012223826702614547
28.95722,-95.51613,0.012223826702614547
28.95722,-95.50018,0.012223826702614547
28.95722,-95.48423,0.012223826702614547
28.95722,-95.46828,0.012223826702614547
28.95722,-95.45233,-0.01299091525802498
28.95722,-95.43638,-0.6270080861540833
28.95722,-95.42043,-0.6511531117891199
28.95722,-95.40448,-0.6857660757532705
28.95722,-95.38853,-0.6857660757532705
28.95722,-95.37258,-0.6857660757532705
28.95722,-95.35663,-0.6857660757532705
28.95722,-95.34068,-0.6857660757532705
28.95722,-95.32473,-0.6857660757532705
28.95722,-95.30878,-0.6857660757532705
28.95722,-95.29283,-0.21552387290550531
28.95722,-95.27688,-0.21552387290550531
28.95722,-95.26093,-0.21552387290550531
28.95722,-95.24498,-0.21552387290550531
28.95722,-95.22903,-0.21552387290550531
28.95722,-95.21308,-0.21552387290550531
28.95722,-95.19713,-0.21552387290550531
28.95722,-95.18118,-0.21552387290550531
28.95722,-95.16523,-0.21552387290550531
28.95722,-95.14928,-0.21552387290550531
28.95722,-95.13333,-0.21552387290550531
28.95722,-95.11738,-0.21552387290550531
28.95722,-95.10143,-0.21552387290550531
28.95722,-95.08548,0.10381191972328095
28.95722,-95.06953,0.10381191972328095
28.95722,-95.05358,0.10381191972328095
28.95722,-95.03763,0.10381191972328095
28.95722,-95.02168,0.10381191972328095
28.95722,-95.00573,0.10381191972328095
28.95722,-94.98978,0.10381191972328095
28.95722,-94.97383,0.10381191972328095
28.95722,-94.95788,0.10381191972328095
28.95722,-94.94193,0.10381191972328095
28.95722,-94.92598,0.10381191972328095
28.95722,-94.91003,0.10381191972328095
28.95722,-94.89408,0.10381191972328095
28.95722,-94.87813,0.10381191972328095
28.95722,-94.86218,0.10381191972328095
28.95722,-94.84623,0.9919566337732415
28.95722,-94.83028,0.9919566337732415
28.95722,-94.81433,0.9919566337732415
28.95722,-94.79838,0.9919566337732415
28.95722,-94.78243,0.9919566337732415
28.95722,-94.76648,0.9919566337732415
28.95722,-94.75053,0.9377322038397046
28.95722,-94.73458,-0.8201428217980525
28.95722,-94.71863,-0.8201428217980525
28.95722,-94.70268,-0.8201428217980525
28.95722,-94.68673,-0.8201428217980525
28.95722,-94.67078,-0.8201428217980525
28.95722,-94.65483,-0.8201428217980525
28.95722,-94.63888,0.13139531926204118
28.95722,-94.62293,0.13139531926204118
28.95722,-94.60698,0.13139531926204118
28.95722,-94.59103,-0.6547188328744629
28.95722,-94.57508,-0.6547188328744629
28.95722,-94.55913,-0.6547188328744629
28.95722,-94.54318,-0.6547188328744629
28.95722,-94.52723,-0.6547188328744629
